,playerId,BattingOrder_vL,PA
0,1744,3,1
1,2396,3,59
2,2967,3,72
3,3473,3,65
4,4892,3,2
5,4949,3,17
6,5235,3,86
7,5254,3,16
8,5452,3,1
9,5827,3,51
10,6153,3,2
11,6184,3,34
12,7304,3,48
13,7859,3,16
14,8623,3,15
15,9218,3,33
16,9256,3,3
17,9777,3,56
18,9847,3,105
19,9929,3,8
20,9952,3,4
21,10028,3,1
22,10047,3,10
23,10155,3,34
24,10264,3,11
25,10472,3,1
26,10642,3,16
27,10950,3,6
28,11200,3,10
29,11265,3,1
30,11339,3,1
31,11342,3,8
32,11381,3,1
33,11445,3,7
34,11477,3,20
35,11493,3,40
36,11579,3,112
37,11609,3,26
38,11615,3,51
39,11680,3,33
40,11737,3,50
41,11739,3,13
42,11899,3,9
43,12144,3,13
44,12161,3,7
45,12282,3,2
46,12399,3,1
47,12532,3,1
48,12546,3,2
49,12552,3,53
50,12564,3,7
51,12775,3,1
52,12856,3,2
53,12861,3,4
54,12916,3,99
55,12979,3,19
56,12984,3,0
57,13066,3,25
58,13145,3,30
59,13152,3,6
60,13301,3,7
61,13355,3,1
62,13510,3,155
63,13621,3,68
64,13675,3,4
65,13757,3,6
66,13770,3,43
67,13836,3,6
68,14111,3,2
69,14161,3,53
70,14162,3,26
71,14196,3,1
72,14221,3,6
73,14274,3,17
74,14344,3,4
75,14350,3,2
76,14366,3,103
77,14387,3,70
78,14551,3,104
79,14712,3,2
80,14813,3,4
81,14854,3,11
82,15112,3,106
83,15194,3,1
84,15279,3,15
85,15362,3,61
86,15429,3,29
87,15464,3,11
88,15518,3,6
89,15653,3,4
90,15654,3,1
91,15674,3,2
92,15679,3,8
93,15711,3,3
94,15730,3,0
95,15878,3,3
96,15937,3,12
97,15986,3,50
98,15998,3,22
99,16153,3,3
100,16219,3,21
101,16252,3,4
102,16376,3,32
103,16424,3,15
104,16426,3,23
105,16442,3,1
106,16478,3,20
107,16505,3,3
108,16556,3,8
109,16572,3,47
110,16622,3,1
111,16997,3,34
112,17027,3,5
113,17128,3,23
114,17161,3,1
115,17232,3,1
116,17273,3,1
117,17321,3,0
118,17350,3,26
119,17484,3,11
120,17548,3,10
121,17678,3,19
122,17696,3,1
123,17710,3,1
124,17766,3,1
125,17838,3,1
126,17901,3,4
127,17907,3,9
128,17919,3,161
129,17982,3,36
130,17988,3,1
131,18015,3,1
132,18054,3,2
133,18063,3,2
134,18126,3,10
135,18171,3,27
136,18289,3,2
137,18345,3,82
138,18360,3,139
139,18373,3,70
140,18400,3,1
141,18568,3,51
142,18577,3,32
143,18795,3,4
144,18819,3,34
145,18821,3,1
146,18839,3,46
147,18882,3,13
148,19197,3,147
149,19198,3,11
150,19238,3,82
151,19251,3,50
152,19252,3,1
153,19260,3,10
154,19262,3,2
155,19273,3,1
156,19287,3,5
157,19290,3,24
158,19293,3,2
159,19352,3,0
160,19354,3,4
161,19363,3,7
162,19422,3,1
163,19470,3,2
164,19522,3,1
165,19556,3,149
166,19562,3,2
167,19566,3,183
168,19599,3,2
169,19600,3,31
170,19610,3,28
171,19611,3,103
172,19612,3,9
173,19627,3,65
174,19683,3,1
175,19698,3,8
176,19709,3,0
177,19755,3,70
178,19779,3,0
179,19788,3,0
180,19818,3,1
181,19858,3,3
182,19890,3,10
183,19892,3,0
184,19901,3,1
185,19913,3,2
186,19918,3,2
187,19921,3,1
188,19928,3,1
189,19948,3,1
190,19950,3,7
191,19953,3,2
192,19956,3,13
193,19997,3,1
194,20036,3,26
195,20043,3,98
196,20123,3,145
197,20178,3,1
198,20202,3,1
199,20220,3,1
200,20308,3,2
201,20321,3,22
202,20325,3,15
203,20437,3,19
204,20503,3,33
205,20529,3,13
206,20543,3,4
207,20970,3,9
208,21454,3,11
209,21497,3,5
210,21501,3,1
211,21523,3,41
212,21534,3,10
213,21547,3,1
214,21558,3,4
215,21560,3,1
216,21562,3,1
217,21618,3,16
218,21622,3,1
219,21635,3,1
220,21707,3,0
221,21780,3,3
222,21897,3,15
223,21987,3,3
224,22117,3,1
225,22186,3,3
226,22197,3,33
227,22244,3,8
228,22263,3,34
229,22266,3,1
230,22275,3,23
231,22514,3,1
232,22532,3,0
233,22542,3,1
234,22558,3,12
235,22650,3,9
236,23312,3,36
237,23359,3,3
238,23401,3,1
239,23565,3,7
240,23667,3,1
241,23691,3,3
242,23697,3,26
243,23733,3,4
244,23986,3,7
245,24400,3,1
246,24617,3,1
247,24618,3,2
248,24655,3,1
249,24782,3,1
250,24934,3,3
251,25055,3,1
252,25479,3,1
253,25616,3,2
254,25764,3,4
255,25807,3,1
256,25845,3,1
257,25867,3,1
258,25878,3,36
259,25961,3,7
260,25976,3,37
261,26197,3,21
262,26288,3,1
263,26289,3,15
264,26294,3,1
265,26299,3,19
266,26323,3,45
267,26368,3,6
268,26467,3,3
269,26668,3,26
270,27465,3,63
271,27475,3,3
272,27478,3,4
273,27534,3,3
274,27615,3,4
275,27676,3,40
276,27684,3,19
277,28080,3,7
278,29617,3,12
279,29622,3,1
280,29695,3,22
281,29766,3,9
282,30116,3,6
283,31837,3,12
