,playerId,BattingOrder,PA
0,2136,2,2
1,2967,2,47
2,3473,2,38
3,4940,2,6
4,4949,2,47
5,5038,2,8
6,5235,2,173
7,5254,2,82
8,5297,2,1
9,5361,2,730
10,5417,2,42
11,5760,2,1
12,5827,2,131
13,5933,2,8
14,6153,2,10
15,7304,2,40
16,7859,2,19
17,8202,2,2
18,8623,2,94
19,8709,2,4
20,9218,2,537
21,9241,2,182
22,9368,2,4
23,9847,2,46
24,9929,2,5
25,9952,2,3
26,10028,2,1
27,10030,2,1
28,10155,2,266
29,10197,2,1
30,10199,2,2
31,10243,2,33
32,10264,2,85
33,10441,2,3
34,10472,2,3
35,10642,2,12
36,10815,2,148
37,11265,2,1
38,11281,2,27
39,11342,2,1
40,11445,2,22
41,11477,2,5
42,11489,2,2
43,11493,2,99
44,11609,2,1
45,11615,2,33
46,11737,2,68
47,11899,2,86
48,12005,2,9
49,12037,2,8
50,12140,2,1
51,12144,2,14
52,12147,2,3
53,12155,2,4
54,12282,2,1
55,12325,2,28
56,12434,2,4
57,12532,2,17
58,12552,2,86
59,12856,2,13
60,12859,2,3
61,12916,2,300
62,12979,2,101
63,12984,2,1
64,13145,2,98
65,13152,2,180
66,13324,2,0
67,13510,2,192
68,13590,2,125
69,13602,2,4
70,13613,2,442
71,13621,2,59
72,13624,2,536
73,13675,2,0
74,13723,2,7
75,13757,2,3
76,13768,2,85
77,13770,2,8
78,13854,2,1
79,14111,2,2
80,14128,2,8
81,14161,2,16
82,14162,2,176
83,14221,2,416
84,14274,2,2
85,14344,2,308
86,14350,2,4
87,14366,2,54
88,14387,2,21
89,14477,2,1
90,14551,2,44
91,14712,2,2
92,14735,2,1
93,14773,2,1
94,14811,2,7
95,14813,2,20
96,14854,2,46
97,14894,2,17
98,14968,2,2
99,15104,2,1
100,15112,2,33
101,15117,2,3
102,15124,2,6
103,15161,2,1
104,15172,2,129
105,15194,2,9
106,15274,2,5
107,15279,2,88
108,15362,2,27
109,15429,2,153
110,15464,2,5
111,15518,2,412
112,15640,2,448
113,15653,2,27
114,15711,2,26
115,15794,2,9
116,15878,2,2
117,15937,2,24
118,15983,2,2
119,15986,2,104
120,16153,2,7
121,16219,2,28
122,16252,2,509
123,16357,2,3
124,16375,2,2
125,16376,2,60
126,16424,2,10
127,16426,2,314
128,16434,2,1
129,16451,2,7
130,16478,2,44
131,16530,2,20
132,16556,2,369
133,16572,2,10
134,16939,2,309
135,16997,2,141
136,17022,2,11
137,17027,2,81
138,17128,2,14
139,17232,2,39
140,17273,2,1
141,17326,2,3
142,17338,2,21
143,17350,2,295
144,17484,2,5
145,17548,2,13
146,17620,2,12
147,17678,2,465
148,17766,2,4
149,17893,2,8
150,17901,2,329
151,17907,2,36
152,17929,2,4
153,17954,2,0
154,17982,2,230
155,17988,2,1
156,17992,2,4
157,18030,2,8
158,18032,2,1
159,18036,2,54
160,18054,2,2
161,18063,2,1
162,18126,2,4
163,18171,2,8
164,18314,2,308
165,18316,2,2
166,18345,2,5
167,18360,2,4
168,18373,2,74
169,18400,2,3
170,18568,2,49
171,18577,2,13
172,18795,2,3
173,18819,2,61
174,18821,2,1
175,18839,2,1
176,18882,2,144
177,18900,2,3
178,19198,2,3
179,19238,2,17
180,19252,2,13
181,19260,2,9
182,19262,2,2
183,19273,2,5
184,19290,2,87
185,19293,2,65
186,19296,2,12
187,19326,2,638
188,19354,2,18
189,19358,2,2
190,19363,2,4
191,19392,2,46
192,19432,2,3
193,19455,2,6
194,19470,2,29
195,19508,2,21
196,19514,2,2
197,19522,2,244
198,19600,2,22
199,19610,2,4
200,19611,2,39
201,19612,2,513
202,19627,2,41
203,19683,2,1
204,19698,2,41
205,19709,2,366
206,19734,2,19
207,19755,2,317
208,19788,2,17
209,19818,2,1
210,19858,2,10
211,19890,2,72
212,19892,2,5
213,19896,2,2
214,19901,2,9
215,19913,2,5
216,19918,2,9
217,19921,2,0
218,19931,2,1
219,19950,2,79
220,19953,2,9
221,19983,2,10
222,19997,2,7
223,20017,2,6
224,20036,2,4
225,20043,2,81
226,20056,2,2
227,20123,2,178
228,20126,2,19
229,20242,2,2
230,20275,2,1
231,20311,2,16
232,20321,2,12
233,20325,2,58
234,20352,2,5
235,20391,2,258
236,20437,2,27
237,20454,2,4
238,20503,2,415
239,20521,2,5
240,20529,2,18
241,20536,2,1
242,20538,2,5
243,20572,2,3
244,20805,2,1
245,21293,2,1
246,21454,2,25
247,21479,2,341
248,21497,2,2
249,21501,2,4
250,21538,2,2
251,21547,2,2
252,21558,2,33
253,21560,2,1
254,21614,2,4
255,21618,2,91
256,21622,2,13
257,21635,2,7
258,21636,2,195
259,21707,2,3
260,21716,2,1
261,21746,2,2
262,21840,2,1
263,21853,2,2
264,21897,2,14
265,21987,2,1
266,22054,2,0
267,22117,2,4
268,22168,2,9
269,22184,2,9
270,22197,2,54
271,22232,2,0
272,22244,2,1
273,22261,2,3
274,22263,2,4
275,22266,2,0
276,22274,2,1
277,22275,2,25
278,22505,2,10
279,22514,2,5
280,22532,2,21
281,22558,2,4
