,playerId,BattingOrder_vR,PA
0,2136,9,10
1,2396,9,1
2,2434,9,4
3,2829,9,1
4,2900,9,14
5,2967,9,1
6,3516,9,1
7,4314,9,1
8,4892,9,14
9,4940,9,15
10,4949,9,1
11,5038,9,1
12,5254,9,1
13,5273,9,31
14,5297,9,39
15,5343,9,58
16,5417,9,1
17,5452,9,1
18,5486,9,1
19,5517,9,85
20,5827,9,5
21,5933,9,2
22,6153,9,21
23,6887,9,305
24,7802,9,176
25,7859,9,3
26,8090,9,4
27,8202,9,25
28,8418,9,3
29,8623,9,9
30,8709,9,109
31,9241,9,0
32,9256,9,6
33,9627,9,52
34,9774,9,67
35,9847,9,2
36,9874,9,2
37,9952,9,8
38,10028,9,131
39,10200,9,103
40,10243,9,34
41,10264,9,2
42,10323,9,35
43,10441,9,7
44,10472,9,50
45,10642,9,3
46,10681,9,1
47,10815,9,4
48,10950,9,1
49,11038,9,249
50,11200,9,2
51,11265,9,13
52,11339,9,55
53,11368,9,15
54,11442,9,5
55,11445,9,14
56,11477,9,1
57,11481,9,1
58,11489,9,244
59,11609,9,1
60,11680,9,12
61,11739,9,3
62,11899,9,4
63,11902,9,11
64,12005,9,2
65,12037,9,90
66,12140,9,3
67,12144,9,5
68,12155,9,3
69,12158,9,139
70,12160,9,2
71,12180,9,2
72,12282,9,3
73,12325,9,4
74,12399,9,8
75,12434,9,23
76,12510,9,52
77,12532,9,122
78,12546,9,1
79,12564,9,0
80,12859,9,46
81,12927,9,1
82,12976,9,130
83,12977,9,6
84,12979,9,1
85,12981,9,92
86,12984,9,39
87,13145,9,1
88,13185,9,52
89,13265,9,2
90,13324,9,11
91,13329,9,2
92,13338,9,55
93,13355,9,132
94,13359,9,1
95,13419,9,1
96,13499,9,2
97,13590,9,6
98,13602,9,8
99,13620,9,43
100,13675,9,74
101,13723,9,56
102,13744,9,5
103,13755,9,33
104,13757,9,34
105,13768,9,27
106,13770,9,6
107,13788,9,0
108,13836,9,25
109,13853,9,51
110,13854,9,10
111,13897,9,37
112,14111,9,78
113,14128,9,21
114,14130,9,12
115,14161,9,1
116,14196,9,48
117,14221,9,2
118,14350,9,12
119,14387,9,6
120,14477,9,51
121,14551,9,1
122,14567,9,7
123,14691,9,21
124,14712,9,32
125,14735,9,21
126,14773,9,75
127,14811,9,1
