,playerId,BattingOrder_vL,PA
0,1744,1,1
1,2967,1,11
2,3473,1,2
3,4940,1,1
4,5417,1,99
5,5827,1,8
6,6153,1,1
7,7859,1,84
8,8623,1,72
9,8709,1,14
10,9368,1,2
11,9627,1,1
12,9847,1,35
13,9874,1,52
14,9929,1,8
15,9952,1,1
16,10243,1,13
17,10323,1,7
18,10472,1,7
19,10642,1,1
20,10815,1,100
21,10950,1,2
22,11200,1,4
23,11265,1,7
24,11281,1,45
25,11445,1,20
26,11477,1,112
27,11899,1,6
28,12005,1,1
29,12037,1,43
30,12144,1,9
31,12147,1,2
32,12158,1,1
33,12161,1,46
34,12399,1,1
35,12434,1,1
36,12532,1,2
37,12533,1,210
38,12856,1,115
39,12927,1,235
40,12979,1,2
41,13152,1,6
42,13324,1,2
43,13355,1,1
44,13602,1,3
45,13611,1,184
46,13613,1,147
47,13675,1,1
48,13757,1,3
49,13770,1,68
50,13836,1,13
51,14111,1,1
52,14128,1,5
53,14161,1,18
54,14162,1,27
55,14221,1,18
56,14350,1,6
57,14712,1,3
58,14813,1,3
59,14854,1,6
60,14894,1,32
61,15104,1,4
62,15124,1,1
63,15149,1,1
64,15172,1,95
65,15194,1,8
66,15223,1,3
67,15271,1,2
68,15274,1,26
69,15362,1,9
70,15464,1,10
71,15491,1,157
72,15654,1,1
73,15679,1,3
74,15711,1,1
75,15730,1,1
76,15794,1,3
77,15937,1,1
78,15983,1,4
79,16153,1,113
80,16219,1,5
81,16252,1,33
82,16357,1,3
83,16375,1,1
84,16424,1,4
85,16426,1,35
86,16478,1,185
87,16512,1,12
88,16530,1,73
89,16556,1,3
90,16572,1,39
91,16578,1,139
92,16686,1,1
93,16939,1,102
94,16997,1,17
95,17027,1,90
96,17273,1,4
97,17326,1,2
98,17338,1,4
99,17452,1,3
100,17548,1,83
101,17696,1,42
102,17737,1,1
103,17838,1,1
104,17901,1,52
105,17919,1,2
106,17929,1,54
107,17932,1,3
108,17954,1,1
109,18030,1,13
110,18036,1,1
111,18042,1,2
112,18054,1,2
113,18063,1,3
114,18123,1,2
115,18126,1,43
116,18401,1,148
117,18564,1,8
118,18568,1,71
119,18577,1,93
120,18795,1,4
121,18819,1,8
122,18882,1,2
123,18889,1,1
124,19151,1,2
125,19260,1,2
126,19262,1,5
127,19290,1,3
128,19293,1,1
129,19296,1,24
130,19363,1,74
131,19392,1,19
132,19452,1,1
133,19455,1,8
134,19470,1,111
135,19508,1,9
136,19522,1,23
137,19562,1,16
138,19599,1,9
139,19600,1,20
140,19612,1,3
141,19627,1,1
142,19683,1,21
143,19698,1,1
144,19709,1,52
145,19734,1,11
146,19755,1,6
147,19788,1,7
148,19818,1,13
149,19858,1,29
150,19878,1,2
151,19890,1,4
152,19892,1,5
153,19921,1,4
154,19948,1,0
155,19950,1,3
156,19953,1,2
157,19956,1,8
158,19997,1,1
159,20017,1,1
160,20043,1,3
161,20126,1,7
162,20157,1,2
163,20308,1,4
164,20321,1,1
165,20325,1,3
166,20454,1,22
167,20503,1,5
168,20521,1,10
169,20536,1,1
170,21454,1,59
171,21479,1,128
172,21501,1,1
173,21523,1,86
174,21558,1,115
175,21560,1,1
176,21562,1,2
177,21622,1,1
178,21636,1,15
179,21711,1,3
180,21780,1,115
181,21837,1,1
182,21853,1,1
183,21897,1,29
184,21987,1,1
185,22117,1,43
186,22168,1,3
187,22186,1,1
188,22197,1,14
189,22202,1,1
190,22244,1,5
191,22275,1,1
192,22277,1,5
193,22458,1,1
194,22515,1,2
195,22532,1,7
196,22542,1,1
197,22557,1,2
198,22558,1,4
199,22664,1,4
200,22715,1,59
201,22799,1,16
202,22823,1,5
203,22871,1,9
204,22896,1,1
205,23312,1,15
206,23359,1,3
207,23378,1,2
208,23690,1,1
209,23697,1,49
210,23733,1,1
211,23772,1,1
212,23800,1,3
213,23818,1,19
214,23985,1,1
215,24064,1,18
216,24262,1,23
217,24273,1,3
218,24336,1,1
219,24589,1,1
220,24610,1,223
221,24617,1,11
222,24618,1,1
223,24655,1,26
224,24679,1,32
225,24703,1,8
226,24770,1,1
227,24782,1,1
228,25479,1,8
229,25482,1,2
230,25660,1,5
231,25764,1,39
232,25768,1,82
233,25805,1,2
234,25807,1,5
235,25813,1,1
236,25816,1,1
237,25878,1,21
238,25931,1,4
239,26123,1,1
240,26149,1,1
241,26288,1,61
242,26289,1,15
243,26294,1,49
244,26319,1,1
245,26323,1,5
246,26368,1,3
247,26396,1,1
248,26420,1,3
249,26467,1,6
250,26517,1,7
251,26668,1,27
252,27506,1,91
253,27534,1,17
254,27577,1,1
255,27647,1,37
256,27769,1,0
257,27790,1,1
258,28163,1,4
259,29617,1,3
260,29622,1,13
261,29766,1,10
262,29931,1,7
263,30162,1,1
264,31347,1,14
265,33189,1,27
