,playerId,BattingOrder_vR,PA
0,1744,7,140
1,2136,7,41
2,2233,7,1
3,2434,7,11
4,2829,7,2
5,2967,7,30
6,3516,7,50
7,4106,7,11
8,4314,7,1
9,4892,7,17
10,4940,7,75
11,5038,7,19
12,5254,7,81
13,5297,7,54
14,5343,7,77
15,5452,7,16
16,5517,7,2
17,5760,7,3
18,5827,7,3
19,5933,7,71
20,6153,7,34
21,7739,7,54
22,7802,7,4
23,7859,7,1
24,8090,7,65
25,8202,7,12
26,8418,7,3
27,8623,7,26
28,8709,7,45
29,9241,7,1
30,9256,7,23
31,9368,7,11
32,9627,7,34
33,9774,7,47
34,9847,7,1
35,9874,7,9
36,9952,7,27
37,10028,7,41
38,10030,7,2
39,10047,7,25
40,10200,7,2
41,10243,7,72
42,10264,7,29
43,10323,7,9
44,10324,7,76
45,10441,7,14
46,10472,7,96
47,10642,7,23
48,10681,7,88
49,10762,7,37
50,10815,7,19
51,10950,7,1
52,11038,7,19
53,11265,7,14
54,11281,7,75
55,11339,7,1
56,11342,7,4
57,11368,7,114
58,11442,7,88
59,11445,7,52
60,11481,7,20
61,11489,7,2
62,11615,7,23
63,11680,7,15
64,11737,7,32
65,11739,7,42
66,11899,7,6
67,11902,7,23
68,12005,7,4
69,12037,7,74
70,12140,7,2
71,12144,7,36
72,12147,7,32
73,12155,7,144
74,12160,7,4
75,12282,7,21
76,12325,7,97
77,12371,7,13
78,12399,7,10
79,12434,7,22
80,12510,7,1
81,12532,7,20
82,12552,7,13
83,12564,7,63
84,12775,7,22
85,12859,7,9
86,12976,7,1
87,12979,7,34
88,12984,7,5
89,13066,7,47
90,13152,7,2
91,13185,7,40
92,13265,7,26
93,13324,7,74
94,13329,7,5
95,13338,7,30
96,13355,7,1
97,13359,7,2
98,13419,7,1
99,13499,7,29
100,13590,7,2
101,13602,7,25
102,13620,7,12
103,13621,7,95
104,13675,7,12
105,13723,7,3
106,13757,7,37
107,13768,7,62
108,13770,7,4
109,13788,7,1
110,13836,7,28
111,13853,7,88
112,14111,7,16
113,14128,7,83
114,14130,7,98
115,14196,7,1
116,14274,7,12
117,14350,7,28
118,14387,7,14
119,14477,7,28
120,14566,7,12
121,14567,7,21
122,14691,7,71
123,14712,7,68
124,14735,7,4
125,14773,7,1
126,14811,7,7
127,14813,7,55
128,14854,7,31
129,14894,7,20
130,14968,7,59
131,15104,7,12
132,15112,7,9
133,15117,7,32
134,15124,7,2
135,15149,7,26
136,15161,7,111
137,15172,7,1
138,15194,7,9
139,15214,7,18
140,15223,7,95
141,15271,7,2
142,15274,7,20
143,15279,7,13
144,15362,7,24
145,15464,7,117
146,15491,7,16
147,15518,7,10
148,15585,7,59
149,15653,7,62
150,15654,7,55
151,15674,7,13
152,15676,7,5
153,15679,7,12
154,15711,7,43
155,15730,7,4
156,15794,7,17
157,15878,7,10
