,playerId,BattingOrder_vL,PA
0,1744,6,23
1,2136,6,15
2,2434,6,11
3,2967,6,9
4,3516,6,6
5,4106,6,3
6,4314,6,41
7,4892,6,7
8,4940,6,7
9,5038,6,19
10,5235,6,1
11,5254,6,29
12,5273,6,2
13,5297,6,11
14,5343,6,11
15,5452,6,2
16,5517,6,2
17,5760,6,7
18,5827,6,6
19,5933,6,26
20,6153,6,19
21,7739,6,14
22,7802,6,12
23,8090,6,8
24,8202,6,14
25,8623,6,5
26,8709,6,6
27,9241,6,22
28,9256,6,7
29,9368,6,24
30,9627,6,42
31,9774,6,3
32,9874,6,10
33,9929,6,1
34,9952,6,10
35,10028,6,4
36,10047,6,5
37,10243,6,30
38,10264,6,8
39,10324,6,49
40,10441,6,15
41,10472,6,40
42,10642,6,13
43,10681,6,14
44,10762,6,3
45,10815,6,3
46,10950,6,2
47,11200,6,1
48,11265,6,31
49,11281,6,28
50,11339,6,1
51,11342,6,1
52,11368,6,26
53,11442,6,10
54,11445,6,24
55,11481,6,5
56,11615,6,25
57,11680,6,14
58,11737,6,9
59,11739,6,53
60,11899,6,9
61,11902,6,2
62,12037,6,17
63,12144,6,18
64,12147,6,4
65,12155,6,19
66,12161,6,1
67,12180,6,11
68,12282,6,1
69,12325,6,8
70,12434,6,9
71,12532,6,2
72,12552,6,24
73,12564,6,14
74,12859,6,38
75,12976,6,1
76,12979,6,10
77,13066,6,13
78,13145,6,5
79,13152,6,3
80,13185,6,9
81,13301,6,21
82,13324,6,33
83,13329,6,1
84,13419,6,1
85,13499,6,18
86,13602,6,23
87,13613,6,1
88,13620,6,2
89,13621,6,7
90,13675,6,12
91,13757,6,50
92,13768,6,3
93,13770,6,2
94,13836,6,24
95,13853,6,5
96,14111,6,6
97,14128,6,3
98,14130,6,3
99,14161,6,3
100,14274,6,5
101,14350,6,3
102,14387,6,4
103,14566,6,4
104,14567,6,3
105,14691,6,4
106,14712,6,24
107,14735,6,1
108,14811,6,15
109,14813,6,23
110,14854,6,22
111,14894,6,1
112,14968,6,4
113,15112,6,22
114,15117,6,2
115,15149,6,34
116,15161,6,15
117,15194,6,6
118,15214,6,2
119,15223,6,16
120,15274,6,7
121,15279,6,22
122,15362,6,75
123,15464,6,18
124,15518,6,10
125,15585,6,2
126,15653,6,58
127,15654,6,1
128,15672,6,3
129,15674,6,1
130,15676,6,37
131,15679,6,5
132,15711,6,36
133,15878,6,5
134,15905,6,3
135,15937,6,26
136,15941,6,3
137,15983,6,4
138,15986,6,3
139,15998,6,23
140,16153,6,3
141,16219,6,17
142,16252,6,10
143,16337,6,1
144,16357,6,12
145,16376,6,25
146,16424,6,2
147,16426,6,5
148,16434,6,14
149,16442,6,1
150,16496,6,0
151,16505,6,14
152,16512,6,21
153,16530,6,6
154,16535,6,17
155,16556,6,17
156,16572,6,13
157,16593,6,6
158,16622,6,8
159,16680,6,2
160,16686,6,3
161,16930,6,65
162,16939,6,7
163,16997,6,1
164,17022,6,7
165,17027,6,27
166,17128,6,24
167,17161,6,3
168,17232,6,2
169,17273,6,7
170,17321,6,21
171,17338,6,33
172,17452,6,21
173,17548,6,5
174,17620,6,1
175,17696,6,13
176,17710,6,2
177,17766,6,21
178,17838,6,4
179,17893,6,13
180,17901,6,20
181,17907,6,7
182,17919,6,8
183,17929,6,19
184,17982,6,30
185,17988,6,19
186,18015,6,24
187,18030,6,20
188,18032,6,1
189,18036,6,99
190,18042,6,16
191,18054,6,6
192,18063,6,3
193,18067,6,2
194,18126,6,13
195,18171,6,3
196,18289,6,28
197,18314,6,9
198,18373,6,2
199,18400,6,7
200,18577,6,13
201,18607,6,2
202,18795,6,27
203,18819,6,4
204,18821,6,0
205,18839,6,2
206,18872,6,3
207,18882,6,7
208,18887,6,4
209,18900,6,4
210,19198,6,28
211,19238,6,14
212,19252,6,10
213,19260,6,2
214,19262,6,12
215,19273,6,21
216,19287,6,1
217,19293,6,18
218,19296,6,17
219,19318,6,13
220,19339,6,4
221,19352,6,8
222,19354,6,8
223,19358,6,2
224,19363,6,11
225,19392,6,5
226,19432,6,1
227,19452,6,9
228,19455,6,27
229,19470,6,3
230,19508,6,2
231,19514,6,9
232,19522,6,9
233,19562,6,6
234,19566,6,6
235,19599,6,39
236,19600,6,11
237,19610,6,25
238,19627,6,5
239,19683,6,3
240,19698,6,31
241,19717,6,2
242,19734,6,1
243,19779,6,0
244,19788,6,1
245,19818,6,14
246,19828,6,2
247,19858,6,13
248,19864,6,10
249,19873,6,2
250,19878,6,1
251,19890,6,20
252,19892,6,31
253,19901,6,9
254,19913,6,11
255,19918,6,16
256,19921,6,7
257,19928,6,7
258,19931,6,1
259,19948,6,1
260,19950,6,72
261,19953,6,28
262,19956,6,14
263,19958,6,5
264,19966,6,2
265,19983,6,1
266,19997,6,13
267,20017,6,1
268,20036,6,10
269,20043,6,1
270,20054,6,1
271,20056,6,16
272,20126,6,20
273,20178,6,38
274,20202,6,12
275,20220,6,7
276,20242,6,9
277,20311,6,17
278,20321,6,19
279,20325,6,8
280,20352,6,3
281,20391,6,11
282,20404,6,1
283,20437,6,15
284,20454,6,21
285,20505,6,3
286,20521,6,1
287,20529,6,39
288,20538,6,7
289,20543,6,25
290,20599,6,3
291,20805,6,1
292,20970,6,14
293,21078,6,1
294,21270,6,7
295,21454,6,4
296,21497,6,16
297,21501,6,2
298,21523,6,2
299,21534,6,16
300,21538,6,5
301,21558,6,4
302,21614,6,9
303,21618,6,34
304,21622,6,13
305,21635,6,2
306,21636,6,38
307,21693,6,4
308,21707,6,14
309,21711,6,4
310,21780,6,1
311,21840,6,15
312,21853,6,1
313,21897,6,14
314,21987,6,49
315,22117,6,7
316,22168,6,5
317,22184,6,8
318,22197,6,11
319,22209,6,2
320,22217,6,10
321,22244,6,36
322,22261,6,1
323,22263,6,16
324,22275,6,37
325,22277,6,2
326,22458,6,21
327,22505,6,8
328,22514,6,25
329,22515,6,3
330,22532,6,39
331,22542,6,10
332,22558,6,27
333,22563,6,33
334,22581,6,40
335,22650,6,33
336,22664,6,8
337,22715,6,14
338,22799,6,1
339,22823,6,13
340,22871,6,3
341,22896,6,5
342,23003,6,25
343,23264,6,1
344,23312,6,5
345,23359,6,15
346,23401,6,1
347,23565,6,3
348,23690,6,13
349,23697,6,1
350,23698,6,5
351,23733,6,16
352,23772,6,4
353,23788,6,1
354,23792,6,2
355,23800,6,2
356,23818,6,4
357,23985,6,11
358,23986,6,12
359,24064,6,5
360,24273,6,19
361,24451,6,3
362,24589,6,1
363,24597,6,1
364,24617,6,5
365,24618,6,33
366,24655,6,7
367,24679,6,2
368,24703,6,3
369,24729,6,5
370,24770,6,29
371,24782,6,10
372,24934,6,13
373,25040,6,6
374,25111,6,8
375,25332,6,15
376,25353,6,2
377,25479,6,3
378,25482,6,0
379,25493,6,1
380,25505,6,2
381,25569,6,5
382,25616,6,2
383,25660,6,11
384,25805,6,3
385,25807,6,21
386,25816,6,27
387,25822,6,6
388,25845,6,13
389,25878,6,37
390,25931,6,10
391,25961,6,9
392,26031,6,26
393,26121,6,19
394,26123,6,18
395,26149,6,8
396,26151,6,0
397,26197,6,30
398,26289,6,23
399,26294,6,31
400,26323,6,2
401,26365,6,6
402,26368,6,8
403,26438,6,11
404,26466,6,11
405,26467,6,17
406,26517,6,8
407,27465,6,3
408,27467,6,4
409,27475,6,27
410,27478,6,20
411,27490,6,7
412,27506,6,27
413,27534,6,2
414,27555,6,2
415,27562,6,1
416,27577,6,14
417,27615,6,9
418,27630,6,11
419,27647,6,24
420,27676,6,3
421,27684,6,25
422,27690,6,9
423,27815,6,17
424,27845,6,2
425,28163,6,2
426,29591,6,5
427,29617,6,5
428,29715,6,4
429,29976,6,0
430,30011,6,30
431,30116,6,16
432,31166,6,1
433,31837,6,20
