,playerId,BattingOrder_vR,PA
0,1744,5,24
1,2136,5,98
2,2396,5,4
3,2434,5,17
4,2967,5,42
5,3516,5,4
6,4106,5,4
7,4314,5,49
8,4892,5,102
9,4940,5,79
10,4949,5,30
11,5038,5,58
12,5235,5,11
13,5254,5,37
14,5297,5,44
15,5343,5,1
16,5452,5,34
17,5486,5,2
18,5760,5,37
19,5827,5,23
20,5933,5,18
21,6153,5,30
22,6184,5,177
23,7739,5,74
24,8090,5,50
25,8623,5,30
26,9241,5,10
27,9256,5,6
28,9368,5,44
29,9627,5,12
30,9777,5,1
31,9847,5,1
32,9874,5,80
33,9929,5,6
34,9952,5,7
35,10047,5,37
36,10243,5,71
37,10264,5,15
38,10324,5,172
39,10441,5,13
40,10472,5,52
41,10642,5,23
42,10681,5,7
43,10762,5,54
44,10815,5,12
45,10950,5,199
46,11038,5,2
47,11200,5,25
48,11265,5,6
49,11281,5,55
50,11342,5,15
51,11368,5,80
52,11442,5,10
53,11445,5,25
54,11477,5,3
55,11481,5,17
56,11489,5,3
57,11493,5,4
58,11609,5,284
59,11615,5,69
60,11680,5,71
61,11737,5,16
62,11739,5,119
63,11899,5,10
64,11902,5,8
65,12005,5,32
66,12037,5,9
67,12144,5,45
68,12155,5,133
69,12158,5,1
70,12161,5,246
71,12180,5,4
72,12282,5,15
73,12325,5,73
74,12371,5,1
75,12434,5,1
76,12532,5,2
77,12546,5,52
78,12552,5,115
79,12564,5,18
80,12856,5,27
81,12859,5,2
82,12976,5,1
83,12979,5,36
84,13066,5,152
85,13145,5,160
86,13152,5,53
87,13301,5,35
88,13324,5,14
89,13329,5,16
90,13338,5,4
91,13499,5,3
92,13590,5,18
93,13602,5,25
94,13621,5,30
95,13675,5,5
96,13757,5,24
97,13768,5,9
98,13770,5,26
99,13836,5,3
100,13853,5,8
101,14111,5,25
102,14128,5,21
103,14130,5,147
104,14161,5,4
105,14162,5,46
106,14196,5,1
107,14221,5,6
108,14274,5,56
109,14344,5,17
110,14350,5,19
111,14366,5,8
112,14387,5,106
113,14566,5,13
114,14567,5,11
115,14691,5,7
116,14712,5,12
117,14735,5,0
118,14811,5,5
119,14813,5,41
120,14854,5,99
121,14894,5,34
122,14968,5,17
123,15112,5,90
124,15124,5,0
125,15149,5,51
126,15161,5,68
127,15194,5,35
128,15214,5,7
129,15223,5,49
130,15274,5,21
131,15279,5,76
132,15362,5,109
133,15429,5,9
134,15464,5,109
135,15518,5,8
136,15585,5,22
137,15640,5,1
138,15653,5,102
139,15654,5,25
140,15672,5,3
141,15676,5,153
142,15679,5,17
143,15711,5,33
144,15878,5,11
145,15905,5,2
146,15937,5,50
147,15983,5,1
148,15986,5,118
149,15998,5,45
150,16153,5,4
151,16219,5,44
152,16252,5,7
153,16337,5,10
154,16357,5,1
155,16376,5,81
156,16403,5,1
157,16424,5,0
158,16426,5,25
159,16434,5,1
160,16442,5,32
161,16478,5,56
162,16496,5,0
163,16505,5,243
164,16512,5,65
165,16530,5,2
166,16535,5,10
167,16556,5,19
168,16572,5,63
169,16622,5,5
170,16623,5,3
171,16686,5,10
172,16930,5,48
173,16939,5,8
174,16997,5,31
175,17022,5,2
176,17027,5,24
177,17128,5,39
178,17161,5,2
179,17232,5,166
180,17273,5,6
181,17338,5,33
182,17452,5,16
183,17548,5,11
184,17620,5,1
185,17696,5,15
186,17710,5,9
187,17766,5,20
188,17838,5,46
189,17893,5,12
190,17901,5,11
191,17907,5,25
192,17919,5,4
193,17929,5,60
194,17954,5,0
195,17982,5,36
196,17988,5,86
197,17992,5,1
198,18015,5,4
199,18030,5,91
200,18036,5,98
201,18042,5,3
202,18054,5,1
203,18067,5,2
204,18126,5,15
205,18171,5,16
206,18289,5,100
207,18314,5,204
208,18316,5,2
209,18345,5,144
210,18373,5,61
211,18395,5,12
212,18400,5,3
213,18564,5,0
214,18577,5,69
215,18607,5,19
216,18795,5,25
217,18819,5,45
218,18821,5,1
219,18839,5,29
220,18872,5,1
221,18882,5,27
222,18887,5,1
223,18900,5,4
224,19151,5,9
225,19198,5,90
226,19238,5,229
227,19252,5,52
228,19260,5,81
229,19262,5,7
230,19273,5,28
231,19287,5,18
232,19293,5,20
233,19296,5,14
234,19318,5,69
235,19339,5,1
236,19352,5,108
237,19354,5,74
238,19363,5,111
239,19392,5,7
240,19452,5,18
241,19455,5,24
242,19470,5,4
243,19508,5,9
244,19514,5,2
245,19522,5,4
246,19556,5,22
247,19562,5,3
248,19566,5,27
249,19599,5,49
250,19600,5,165
251,19610,5,102
252,19627,5,25
253,19683,5,3
254,19698,5,103
255,19709,5,1
256,19734,5,6
257,19779,5,1
258,19788,5,1
259,19818,5,24
260,19828,5,16
261,19858,5,31
262,19864,5,3
263,19878,5,1
264,19890,5,31
265,19892,5,22
266,19901,5,54
267,19913,5,33
268,19918,5,60
269,19921,5,4
270,19931,5,0
271,19948,5,4
272,19950,5,144
273,19953,5,64
274,19958,5,23
275,19960,5,1
276,19966,5,2
277,19977,5,1
278,19983,5,16
279,19997,5,7
280,20017,5,4
281,20036,5,190
282,20043,5,28
283,20126,5,10
284,20178,5,18
285,20202,5,54
286,20220,5,14
287,20242,5,1
288,20308,5,1
289,20311,5,5
290,20321,5,5
291,20325,5,24
292,20391,5,54
293,20404,5,1
294,20437,5,35
295,20503,5,64
296,20505,5,4
297,20529,5,103
298,20536,5,4
299,20538,5,38
300,20543,5,29
301,20599,5,5
302,20805,5,1
303,20970,5,20
304,21293,5,2
305,21454,5,5
306,21501,5,44
307,21523,5,44
308,21534,5,93
309,21538,5,5
310,21558,5,87
311,21560,5,9
312,21614,5,31
313,21618,5,36
314,21622,5,7
315,21635,5,100
316,21636,5,3
317,21780,5,1
318,21837,5,10
319,21840,5,40
320,21897,5,14
321,21987,5,9
322,22054,5,1
323,22117,5,35
324,22168,5,14
325,22184,5,15
326,22186,5,2
327,22197,5,73
328,22217,5,20
329,22244,5,108
330,22263,5,45
331,22274,5,2
332,22275,5,106
333,22458,5,17
334,22505,5,1
335,22514,5,47
336,22515,5,1
337,22532,5,8
338,22557,5,1
339,22558,5,66
340,22563,5,7
341,22581,5,44
342,22650,5,40
343,22664,5,1
344,22715,5,46
345,22799,5,4
346,22823,5,6
347,23003,5,80
348,23264,5,9
349,23312,5,10
350,23359,5,34
351,23401,5,0
352,23565,5,18
353,23690,5,2
354,23691,5,1
355,23697,5,5
356,23698,5,6
357,23733,5,5
358,23772,5,5
359,23792,5,79
360,23800,5,0
361,23986,5,15
362,24262,5,2
363,24273,5,6
364,24400,5,1
365,24451,5,0
366,24589,5,39
367,24597,5,0
368,24617,5,70
369,24618,5,25
370,24655,5,39
371,24679,5,10
372,24703,5,6
373,24729,5,46
374,24770,5,23
375,24782,5,6
376,24934,5,5
377,25040,5,1
378,25111,5,7
379,25332,5,27
380,25459,5,5
381,25479,5,1
382,25482,5,2
383,25569,5,6
384,25616,5,2
385,25660,5,24
386,25764,5,2
387,25805,5,54
388,25807,5,20
389,25816,5,55
390,25822,5,3
391,25845,5,6
392,25878,5,42
393,25931,5,9
394,25961,5,87
395,25976,5,1
396,26121,5,24
397,26123,5,98
398,26151,5,5
399,26197,5,127
400,26289,5,76
401,26294,5,193
402,26299,5,327
403,26319,5,2
404,26323,5,70
405,26365,5,4
406,26368,5,56
407,26438,5,43
408,26466,5,60
409,26467,5,11
410,26477,5,14
411,26517,5,5
412,26668,5,1
413,27465,5,60
414,27467,5,24
415,27475,5,46
416,27478,5,48
417,27506,5,14
418,27531,5,1
419,27534,5,10
420,27555,5,14
421,27562,5,8
422,27577,5,3
423,27615,5,36
424,27630,5,4
425,27647,5,53
426,27684,5,83
427,27690,5,5
428,27815,5,17
429,28080,5,4
430,28163,5,5
431,29617,5,85
432,29622,5,31
433,29715,5,2
434,30011,5,28
435,30116,5,102
436,31166,5,5
437,31837,5,55
