,playerId,BattingOrder,PA
0,1744,1,1
1,2136,1,25
2,2967,1,14
3,3473,1,9
4,4314,1,2
5,4940,1,5
6,5038,1,1
7,5343,1,4
8,5417,1,367
9,5760,1,2
10,5827,1,12
11,5933,1,8
12,6153,1,3
13,7802,1,3
14,7859,1,331
15,8623,1,107
16,8709,1,68
17,9256,1,2
18,9368,1,3
19,9627,1,1
20,9774,1,1
21,9847,1,101
22,9874,1,260
23,9929,1,11
24,9952,1,2
25,10243,1,35
26,10323,1,20
27,10472,1,10
28,10642,1,1
29,10815,1,316
30,10950,1,3
31,11200,1,4
32,11265,1,11
33,11281,1,135
34,11381,1,2
35,11445,1,31
36,11477,1,555
37,11489,1,1
38,11899,1,38
39,11902,1,3
40,12005,1,10
41,12037,1,89
42,12144,1,79
43,12147,1,2
44,12158,1,1
45,12161,1,103
46,12282,1,10
47,12399,1,1
48,12434,1,13
49,12510,1,2
50,12532,1,5
51,12533,1,753
52,12856,1,568
53,12927,1,680
54,12979,1,2
55,13152,1,29
56,13324,1,4
57,13355,1,2
58,13602,1,3
59,13611,1,691
60,13613,1,204
61,13675,1,1
62,13757,1,19
63,13770,1,100
64,13836,1,19
65,13853,1,1
66,14111,1,1
67,14128,1,51
68,14161,1,58
69,14162,1,127
70,14221,1,77
71,14350,1,34
72,14387,1,7
73,14477,1,0
74,14712,1,10
75,14813,1,11
76,14854,1,37
77,14894,1,204
78,15104,1,11
79,15124,1,2
80,15149,1,1
81,15172,1,390
82,15194,1,101
83,15223,1,41
84,15271,1,2
85,15274,1,283
86,15362,1,22
87,15464,1,13
88,15491,1,519
89,15518,1,3
90,15654,1,4
91,15674,1,1
92,15679,1,5
93,15711,1,1
94,15730,1,1
95,15794,1,14
96,15937,1,1
97,15983,1,9
98,16153,1,134
99,16219,1,6
100,16252,1,67
101,16337,1,4
102,16357,1,6
103,16375,1,3
104,16376,1,5
105,16424,1,6
106,16426,1,60
107,16434,1,1
108,16478,1,502
109,16496,1,2
110,16512,1,29
111,16530,1,293
112,16556,1,5
113,16572,1,80
114,16578,1,598
115,16623,1,1
116,16686,1,2
117,16939,1,290
118,16997,1,146
119,17027,1,366
120,17232,1,7
121,17273,1,6
122,17326,1,2
123,17338,1,10
124,17452,1,5
125,17548,1,247
126,17696,1,78
127,17710,1,1
128,17737,1,1
129,17766,1,2
130,17838,1,11
131,17901,1,205
132,17919,1,11
133,17929,1,213
134,17932,1,4
135,17954,1,1
