,playerId,BattingOrder,PA
0,2136,8,65
1,2434,8,10
2,2829,8,4
3,2967,8,23
4,3516,8,11
5,4106,8,1
6,4892,8,5
7,4940,8,27
8,5254,8,56
9,5273,8,3
10,5297,8,15
11,5343,8,123
12,5452,8,3
13,5486,8,1
14,5517,8,145
15,5760,8,2
16,5827,8,9
17,5933,8,13
18,6153,8,108
19,6887,8,3
20,7739,8,5
21,7802,8,142
22,7859,8,2
23,8090,8,28
24,8202,8,12
25,8418,8,2
26,8623,8,21
27,8709,8,111
28,9256,8,52
29,9368,8,5
30,9627,8,196
31,9774,8,192
32,9847,8,3
33,9929,8,4
34,9952,8,52
35,10028,8,117
36,10030,8,16
37,10047,8,12
38,10155,8,1
39,10200,8,1
40,10243,8,18
41,10264,8,11
42,10323,8,53
43,10324,8,36
44,10441,8,5
45,10472,8,89
46,10642,8,9
47,10681,8,43
48,10762,8,5
49,10815,8,3
50,11038,8,46
51,11265,8,41
52,11281,8,45
53,11339,8,2
54,11342,8,3
55,11368,8,5
56,11381,8,3
57,11442,8,43
58,11445,8,77
59,11477,8,2
60,11481,8,5
61,11489,8,54
62,11609,8,2
63,11615,8,3
64,11680,8,11
65,11737,8,13
66,11739,8,2
67,11899,8,2
68,11902,8,15
69,12005,8,1
70,12037,8,49
71,12140,8,13
72,12144,8,13
73,12147,8,102
74,12155,8,38
75,12158,8,3
76,12160,8,7
77,12180,8,12
78,12282,8,71
79,12325,8,110
80,12371,8,10
81,12399,8,38
82,12434,8,73
83,12510,8,11
84,12532,8,47
85,12552,8,1
86,12775,8,39
87,12856,8,3
88,12859,8,78
89,12916,8,1
90,12927,8,1
91,12976,8,4
92,12979,8,48
93,12981,8,8
94,12984,8,37
95,13185,8,389
96,13218,8,1
97,13265,8,85
98,13324,8,54
99,13329,8,4
100,13338,8,35
101,13355,8,14
102,13359,8,2
103,13499,8,53
104,13590,8,4
105,13602,8,96
106,13611,8,2
107,13613,8,3
108,13620,8,71
109,13621,8,11
110,13675,8,62
111,13723,8,192
112,13744,8,4
113,13755,8,5
114,13757,8,71
115,13768,8,54
116,13770,8,4
117,13836,8,36
118,13853,8,70
119,13897,8,6
120,14111,8,79
121,14128,8,87
122,14130,8,9
123,14161,8,2
124,14196,8,8
125,14274,8,3
126,14350,8,16
127,14366,8,2
128,14387,8,5
129,14477,8,101
130,14551,8,1
131,14566,8,4
132,14567,8,7
133,14691,8,94
134,14712,8,114
135,14735,8,36
136,14773,8,10
137,14813,8,32
138,14854,8,12
139,14894,8,70
140,14950,8,11
141,14968,8,63
142,15104,8,7
143,15117,8,16
144,15124,8,0
145,15149,8,29
146,15161,8,20
147,15172,8,1
148,15194,8,12
149,15214,8,26
150,15223,8,104
151,15271,8,40
152,15274,8,17
153,15279,8,38
154,15429,8,1
155,15464,8,10
156,15491,8,5
157,15518,8,12
158,15585,8,113
159,15653,8,13
160,15654,8,8
161,15674,8,110
162,15679,8,2
163,15730,8,24
164,15794,8,23
165,15878,8,5
166,15905,8,5
167,15937,8,25
168,15941,8,46
169,15983,8,32
170,16153,8,11
171,16219,8,2
172,16252,8,11
173,16337,8,9
174,16357,8,30
175,16375,8,4
176,16376,8,1
177,16403,8,42
178,16424,8,31
179,16426,8,6
180,16434,8,24
181,16442,8,23
182,16451,8,51
183,16496,8,4
184,16505,8,10
185,16512,8,33
186,16530,8,109
187,16535,8,144
188,16572,8,9
189,16578,8,1
190,16622,8,66
191,16686,8,3
192,16725,8,113
193,16930,8,22
194,16947,8,31
195,16997,8,2
196,17022,8,96
197,17027,8,2
198,17040,8,26
199,17109,8,2
200,17161,8,101
201,17232,8,1
202,17273,8,69
203,17321,8,24
204,17326,8,5
205,17338,8,51
206,17350,8,1
207,17452,8,81
208,17548,8,5
209,17620,8,190
210,17696,8,46
211,17710,8,13
212,17737,8,16
213,17766,8,27
214,17838,8,3
215,17893,8,13
216,17901,8,2
217,17907,8,8
218,17919,8,2
219,17922,8,22
220,17929,8,13
221,17932,8,2
222,17954,8,25
223,17982,8,17
224,17988,8,82
225,17992,8,16
226,18015,8,108
227,18030,8,11
228,18032,8,31
229,18036,8,1
230,18042,8,64
231,18054,8,32
232,18063,8,3
233,18067,8,36
234,18123,8,9
235,18126,8,10
236,18171,8,7
237,18217,8,5
238,18289,8,16
239,18316,8,9
240,18345,8,1
241,18363,8,49
242,18400,8,14
243,18564,8,136
244,18568,8,2
245,18607,8,22
246,18795,8,109
247,18819,8,73
248,18821,8,32
249,18839,8,3
250,18872,8,4
251,18887,8,51
252,18889,8,18
253,18900,8,144
254,19151,8,4
255,19181,8,3
256,19197,8,1
257,19198,8,7
258,19212,8,11
259,19238,8,3
260,19245,8,2
261,19252,8,99
262,19260,8,15
263,19262,8,34
264,19273,8,20
265,19287,8,1
266,19293,8,46
267,19296,8,69
268,19318,8,93
269,19339,8,61
270,19352,8,11
271,19354,8,48
272,19358,8,2
273,19363,8,6
274,19392,8,68
275,19432,8,2
276,19452,8,99
277,19455,8,47
278,19458,8,15
279,19470,8,56
280,19508,8,2
281,19514,8,71
282,19522,8,33
283,19556,8,1
284,19562,8,79
285,19599,8,60
286,19600,8,7
287,19610,8,1
288,19612,8,2
289,19627,8,2
290,19683,8,7
291,19698,8,11
292,19717,8,25
293,19734,8,33
294,19768,8,6
295,19779,8,31
296,19788,8,49
297,19806,8,7
298,19818,8,38
299,19828,8,7
300,19844,8,1
301,19858,8,102
302,19859,8,8
303,19864,8,31
304,19873,8,10
305,19877,8,4
306,19878,8,7
307,19890,8,23
308,19892,8,5
309,19896,8,156
310,19901,8,40
311,19913,8,16
312,19918,8,32
313,19921,8,43
314,19928,8,67
315,19931,8,11
316,19948,8,18
317,19950,8,3
318,19953,8,59
319,19956,8,26
320,19957,8,18
321,19958,8,4
322,19960,8,37
323,19964,8,10
324,19966,8,23
325,19977,8,1
326,19983,8,10
327,19997,8,83
328,20002,8,4
329,20017,8,40
330,20054,8,1
331,20056,8,119
332,20123,8,1
333,20126,8,61
334,20157,8,90
335,20178,8,18
336,20202,8,191
337,20242,8,47
338,20275,8,17
339,20287,8,5
340,20308,8,209
341,20311,8,56
342,20321,8,60
343,20325,8,6
344,20352,8,24
345,20391,8,68
346,20404,8,17
347,20454,8,1
348,20463,8,11
349,20505,8,150
350,20521,8,78
351,20529,8,3
352,20536,8,16
353,20538,8,3
354,20543,8,50
355,20572,8,78
356,20599,8,9
357,20626,8,15
358,20805,8,12
359,20970,8,1
360,21078,8,36
361,21127,8,2
362,21270,8,8
363,21454,8,21
364,21497,8,6
365,21501,8,19
366,21524,8,36
367,21534,8,3
368,21538,8,186
369,21547,8,17
370,21558,8,33
371,21560,8,53
372,21562,8,37
373,21587,8,3
374,21614,8,57
375,21618,8,2
376,21622,8,46
377,21635,8,20
378,21636,8,87
379,21693,8,55
380,21707,8,72
381,21716,8,83
382,21746,8,27
383,21780,8,8
384,21837,8,37
385,21840,8,25
386,21853,8,145
387,21865,8,121
388,21897,8,25
