,playerId,BattingOrder_vR,PA
0,2136,8,60
1,2434,8,3
2,2967,8,14
3,3516,8,6
4,4106,8,1
5,4892,8,5
6,4940,8,25
7,5254,8,40
8,5273,8,1
9,5297,8,14
10,5343,8,103
11,5452,8,3
12,5517,8,97
13,5760,8,1
14,5827,8,6
15,5933,8,12
16,6153,8,65
17,6887,8,3
18,7739,8,3
19,7802,8,88
20,7859,8,2
21,8090,8,27
22,8202,8,4
23,8418,8,2
24,8623,8,18
25,8709,8,83
26,9256,8,23
27,9368,8,2
28,9627,8,155
29,9774,8,163
30,9847,8,2
31,9929,8,4
32,9952,8,27
33,10028,8,78
34,10030,8,5
35,10047,8,9
36,10155,8,1
37,10200,8,1
38,10243,8,16
39,10264,8,6
40,10323,8,36
41,10324,8,27
42,10441,8,3
43,10472,8,64
44,10642,8,8
45,10681,8,35
46,10762,8,4
47,10815,8,3
48,11038,8,37
49,11265,8,29
50,11281,8,39
51,11339,8,1
52,11342,8,2
53,11368,8,4
54,11381,8,1
55,11442,8,29
56,11445,8,64
57,11477,8,1
58,11481,8,4
59,11489,8,23
60,11609,8,2
61,11615,8,3
62,11680,8,9
63,11737,8,7
64,11739,8,1
65,11899,8,2
66,11902,8,12
67,12005,8,1
68,12037,8,31
69,12140,8,7
70,12144,8,8
71,12147,8,53
72,12155,8,29
73,12158,8,1
74,12160,8,7
75,12180,8,11
76,12282,8,61
77,12325,8,80
78,12371,8,10
79,12399,8,30
80,12434,8,35
81,12510,8,8
82,12532,8,41
83,12552,8,1
84,12775,8,38
85,12856,8,2
86,12859,8,44
87,12916,8,1
88,12927,8,1
89,12979,8,39
90,12981,8,5
91,12984,8,30
92,13185,8,326
93,13218,8,1
94,13265,8,70
95,13324,8,38
96,13329,8,4
97,13338,8,30
98,13355,8,7
99,13359,8,2
100,13499,8,42
101,13590,8,4
102,13602,8,59
103,13611,8,2
104,13613,8,2
105,13620,8,52
106,13621,8,4
107,13675,8,47
108,13723,8,159
109,13744,8,4
110,13755,8,2
111,13757,8,54
112,13768,8,47
113,13836,8,26
114,13853,8,61
115,13897,8,2
116,14111,8,64
117,14128,8,71
118,14130,8,8
119,14161,8,2
120,14196,8,7
121,14274,8,1
122,14350,8,11
123,14366,8,1
124,14387,8,5
125,14477,8,86
126,14566,8,3
127,14567,8,6
128,14691,8,82
129,14712,8,90
130,14735,8,28
131,14773,8,9
132,14813,8,32
133,14854,8,8
134,14894,8,59
135,14950,8,8
136,14968,8,46
137,15104,8,7
138,15117,8,8
139,15124,8,0
140,15149,8,21
141,15161,8,15
142,15172,8,1
143,15194,8,9
144,15214,8,10
145,15223,8,89
146,15271,8,27
147,15274,8,12
148,15279,8,29
149,15429,8,1
150,15464,8,9
151,15491,8,3
152,15518,8,9
153,15585,8,108
154,15653,8,11
155,15654,8,8
156,15674,8,102
157,15679,8,2
158,15730,8,23
159,15794,8,17
160,15878,8,5
161,15905,8,1
162,15937,8,15
163,15941,8,26
164,15983,8,13
165,16153,8,8
166,16219,8,2
167,16252,8,8
168,16337,8,9
169,16357,8,25
170,16375,8,2
171,16376,8,1
172,16403,8,31
173,16424,8,11
174,16426,8,6
175,16434,8,16
176,16442,8,22
177,16451,8,43
178,16496,8,4
179,16505,8,9
180,16512,8,28
181,16530,8,87
182,16535,8,105
183,16572,8,4
184,16578,8,1
185,16622,8,51
186,16686,8,1
187,16725,8,82
188,16930,8,13
189,16947,8,21
190,16997,8,2
191,17022,8,50
192,17027,8,2
193,17040,8,22
194,17109,8,2
195,17161,8,58
196,17273,8,43
197,17321,8,11
198,17326,8,4
199,17338,8,35
200,17350,8,1
201,17452,8,70
202,17548,8,3
203,17620,8,138
204,17696,8,37
205,17710,8,12
206,17737,8,15
207,17766,8,15
208,17838,8,3
209,17893,8,9
210,17901,8,2
211,17907,8,6
212,17919,8,2
213,17922,8,20
214,17929,8,6
215,17932,8,2
216,17954,8,20
217,17982,8,12
218,17988,8,62
219,17992,8,13
220,18015,8,78
221,18030,8,3
222,18032,8,9
223,18036,8,1
224,18042,8,35
225,18054,8,8
226,18063,8,3
227,18067,8,26
228,18123,8,8
229,18126,8,5
230,18171,8,4
231,18217,8,4
232,18289,8,12
233,18316,8,8
234,18345,8,1
235,18363,8,18
236,18400,8,6
237,18564,8,93
238,18568,8,2
239,18607,8,16
240,18795,8,93
241,18819,8,66
242,18821,8,16
243,18839,8,1
244,18872,8,2
245,18887,8,35
246,18889,8,13
247,18900,8,105
248,19151,8,4
249,19197,8,1
250,19198,8,4
251,19212,8,10
252,19238,8,3
253,19252,8,91
254,19260,8,8
255,19262,8,16
256,19273,8,10
257,19287,8,1
258,19293,8,40
259,19296,8,31
260,19318,8,78
261,19339,8,53
262,19352,8,2
263,19354,8,39
264,19363,8,6
265,19392,8,62
266,19432,8,2
267,19452,8,71
268,19455,8,26
269,19458,8,9
270,19470,8,46
271,19508,8,2
272,19514,8,52
273,19522,8,12
274,19556,8,1
275,19562,8,50
276,19599,8,41
277,19600,8,1
278,19610,8,1
279,19612,8,2
280,19627,8,1
281,19683,8,6
282,19698,8,4
283,19717,8,20
284,19734,8,25
285,19768,8,4
286,19779,8,25
287,19788,8,35
288,19806,8,1
289,19818,8,32
290,19828,8,7
291,19844,8,1
292,19858,8,82
293,19859,8,5
294,19864,8,16
295,19873,8,3
296,19877,8,4
297,19878,8,7
298,19890,8,16
299,19892,8,5
300,19896,8,112
