,playerId,BattingOrder,PA
0,1744,5,37
1,2136,5,105
2,2396,5,4
3,2434,5,42
4,2967,5,75
5,3516,5,4
6,4106,5,5
7,4314,5,62
8,4892,5,139
9,4940,5,86
10,4949,5,36
11,5038,5,85
12,5235,5,12
13,5254,5,40
14,5297,5,61
15,5343,5,1
16,5452,5,42
17,5486,5,2
18,5517,5,1
19,5760,5,53
20,5827,5,36
21,5933,5,32
22,6153,5,46
23,6184,5,209
24,7739,5,97
25,7802,5,3
26,8090,5,54
27,8623,5,36
28,9241,5,20
29,9256,5,26
30,9368,5,124
31,9627,5,38
32,9774,5,3
33,9777,5,1
34,9847,5,1
35,9874,5,99
36,9929,5,21
37,9952,5,18
38,10047,5,49
39,10243,5,109
40,10264,5,16
41,10324,5,219
42,10441,5,13
43,10472,5,89
44,10642,5,52
45,10681,5,12
46,10762,5,59
47,10815,5,14
48,10950,5,254
49,11038,5,2
50,11200,5,38
51,11265,5,13
52,11281,5,79
53,11342,5,26
54,11368,5,105
55,11442,5,21
56,11445,5,57
57,11477,5,6
58,11481,5,33
59,11489,5,6
60,11493,5,4
61,11609,5,333
62,11615,5,90
63,11680,5,99
64,11737,5,17
65,11739,5,184
66,11899,5,11
67,11902,5,13
68,12005,5,37
69,12037,5,19
70,12140,5,0
71,12144,5,52
72,12147,5,1
73,12155,5,148
74,12158,5,1
75,12161,5,316
76,12180,5,9
77,12282,5,16
78,12325,5,82
79,12371,5,1
80,12434,5,7
81,12532,5,2
82,12546,5,67
83,12552,5,160
84,12564,5,27
85,12775,5,1
86,12856,5,34
87,12859,5,12
88,12976,5,2
89,12979,5,50
90,12984,5,1
91,13066,5,176
92,13145,5,213
93,13152,5,69
94,13301,5,95
95,13324,5,31
96,13329,5,16
97,13338,5,5
98,13499,5,7
99,13590,5,20
100,13602,5,51
101,13620,5,1
102,13621,5,33
103,13675,5,14
104,13757,5,49
105,13768,5,9
106,13770,5,40
107,13836,5,25
108,13853,5,9
109,14111,5,49
110,14128,5,24
111,14130,5,158
112,14161,5,4
113,14162,5,52
114,14196,5,2
115,14221,5,9
116,14274,5,76
117,14344,5,26
118,14350,5,20
119,14366,5,8
120,14387,5,131
121,14566,5,25
122,14567,5,11
123,14691,5,8
124,14712,5,19
125,14735,5,0
126,14811,5,15
127,14813,5,66
128,14854,5,117
129,14894,5,37
130,14968,5,17
131,15112,5,116
132,15124,5,0
133,15149,5,74
134,15161,5,91
135,15194,5,38
136,15214,5,12
137,15223,5,51
138,15274,5,27
139,15279,5,87
140,15362,5,136
141,15429,5,9
142,15464,5,157
143,15518,5,34
144,15585,5,28
145,15640,5,1
146,15653,5,142
147,15654,5,26
148,15672,5,3
149,15676,5,218
150,15679,5,30
151,15711,5,49
152,15878,5,17
153,15905,5,3
154,15937,5,79
155,15983,5,3
156,15986,5,135
157,15998,5,65
158,16153,5,10
159,16219,5,62
160,16252,5,10
161,16337,5,11
162,16357,5,4
163,16376,5,100
164,16403,5,1
165,16424,5,7
166,16426,5,25
167,16434,5,4
168,16442,5,37
169,16478,5,88
170,16496,5,0
171,16505,5,265
172,16512,5,72
173,16530,5,5
174,16535,5,16
175,16556,5,48
176,16572,5,101
177,16622,5,9
178,16623,5,3
179,16686,5,12
180,16930,5,58
181,16939,5,15
182,16997,5,52
183,17022,5,4
184,17027,5,31
