,playerId,BattingOrder_vR,PA
0,1744,3,17
1,2136,3,21
2,2396,3,199
3,2434,3,4
4,2967,3,139
5,3473,3,224
6,4314,3,1
7,4892,3,14
8,4940,3,17
9,4949,3,51
10,5038,3,5
11,5235,3,353
12,5254,3,8
13,5297,3,0
14,5452,3,10
15,5827,3,144
16,6153,3,3
17,6184,3,41
18,7304,3,265
19,7859,3,39
20,8418,3,1
21,8623,3,44
22,9218,3,117
23,9777,3,77
24,9847,3,214
25,9874,3,4
26,9929,3,2
27,9952,3,9
28,10047,3,6
29,10155,3,61
30,10199,3,0
31,10243,3,21
32,10264,3,117
33,10441,3,1
34,10472,3,3
35,10642,3,10
36,10950,3,8
37,11200,3,35
38,11265,3,2
39,11339,3,0
40,11342,3,14
41,11445,3,10
42,11477,3,9
43,11489,3,1
44,11493,3,130
45,11579,3,260
46,11609,3,30
47,11615,3,133
48,11680,3,24
49,11737,3,121
50,11739,3,24
51,11899,3,74
52,12037,3,1
53,12144,3,49
54,12158,3,3
55,12161,3,9
56,12282,3,2
57,12399,3,4
58,12546,3,24
59,12552,3,159
60,12564,3,10
61,12775,3,2
62,12856,3,1
63,12861,3,4
64,12916,3,197
65,12979,3,113
66,12984,3,2
67,13066,3,35
68,13145,3,76
69,13152,3,33
70,13301,3,56
71,13324,3,4
72,13510,3,344
73,13590,3,4
74,13621,3,164
75,13757,3,1
76,13768,3,2
77,13770,3,22
78,13836,3,4
79,13897,3,1
80,14111,3,2
81,14128,3,3
82,14161,3,104
83,14162,3,112
84,14196,3,5
85,14221,3,17
86,14274,3,25
87,14344,3,10
88,14350,3,2
89,14366,3,218
90,14387,3,82
91,14551,3,390
92,14712,3,1
93,14735,3,1
94,14813,3,5
95,14854,3,22
96,14894,3,2
97,15104,3,0
98,15112,3,248
99,15161,3,9
100,15194,3,4
101,15214,3,1
102,15223,3,1
103,15274,3,5
104,15279,3,58
105,15362,3,222
106,15429,3,113
107,15464,3,14
108,15585,3,1
109,15640,3,8
110,15653,3,32
111,15654,3,1
112,15679,3,82
113,15711,3,2
114,15730,3,0
115,15794,3,1
116,15878,3,5
117,15905,3,1
118,15937,3,33
119,15986,3,200
120,15998,3,10
121,16219,3,154
122,16252,3,1
123,16337,3,1
124,16357,3,2
125,16376,3,28
126,16424,3,3
127,16426,3,35
128,16442,3,16
129,16478,3,63
130,16505,3,6
131,16512,3,0
132,16556,3,10
133,16572,3,57
134,16623,3,1
135,16997,3,207
136,17027,3,17
137,17128,3,29
138,17232,3,7
139,17321,3,3
140,17338,3,6
141,17350,3,36
142,17452,3,1
143,17484,3,44
144,17548,3,16
145,17678,3,18
146,17696,3,1
147,17710,3,5
148,17737,3,1
149,17766,3,8
150,17838,3,20
151,17893,3,1
152,17901,3,28
153,17907,3,13
154,17919,3,400
155,17929,3,1
156,17932,3,3
157,17982,3,158
158,17988,3,2
159,18030,3,8
160,18032,3,1
161,18042,3,0
162,18054,3,1
163,18063,3,1
164,18067,3,1
165,18123,3,2
166,18126,3,11
167,18171,3,78
168,18289,3,3
169,18314,3,4
170,18316,3,1
171,18323,3,1
172,18345,3,166
173,18360,3,538
174,18373,3,78
175,18400,3,1
176,18564,3,1
177,18568,3,120
178,18577,3,85
179,18795,3,2
180,18819,3,29
181,18821,3,1
182,18839,3,64
183,18882,3,78
184,19197,3,394
185,19198,3,20
186,19212,3,2
187,19238,3,91
188,19251,3,61
189,19252,3,11
190,19260,3,76
191,19262,3,4
192,19287,3,3
193,19290,3,245
194,19293,3,0
195,19318,3,1
196,19326,3,1
197,19339,3,0
198,19352,3,20
199,19354,3,76
200,19363,3,10
201,19508,3,2
202,19522,3,6
203,19556,3,284
204,19562,3,1
205,19566,3,470
206,19599,3,1
207,19600,3,150
208,19610,3,88
209,19611,3,385
210,19612,3,22
211,19627,3,198
212,19698,3,7
213,19709,3,27
214,19755,3,189
215,19779,3,0
216,19818,3,4
217,19828,3,1
218,19858,3,10
219,19878,3,2
220,19890,3,7
221,19892,3,20
222,19896,3,2
223,19901,3,15
224,19913,3,12
225,19918,3,37
226,19921,3,0
227,19928,3,2
228,19950,3,14
229,19953,3,35
230,19956,3,46
231,19958,3,0
232,19966,3,0
233,19983,3,1
234,20036,3,37
235,20043,3,348
236,20123,3,344
237,20202,3,1
238,20308,3,3
239,20311,3,4
240,20321,3,4
241,20325,3,83
242,20404,3,6
243,20437,3,53
244,20454,3,7
245,20503,3,38
246,20521,3,1
247,20529,3,39
248,20538,3,8
249,20543,3,3
250,20572,3,1
251,20626,3,3
252,20970,3,1
253,21454,3,68
254,21497,3,5
255,21501,3,25
256,21523,3,148
257,21534,3,78
258,21547,3,1
259,21558,3,61
260,21560,3,3
261,21587,3,1
262,21618,3,20
263,21622,3,3
264,21635,3,1
265,21693,3,1
266,21707,3,2
267,21840,3,7
268,21897,3,47
269,21987,3,2
270,22054,3,1
271,22117,3,17
272,22168,3,15
273,22186,3,1
274,22197,3,100
275,22202,3,0
276,22244,3,57
277,22263,3,195
278,22266,3,2
279,22274,3,1
280,22275,3,69
281,22514,3,11
282,22532,3,2
283,22542,3,1
284,22558,3,65
285,22650,3,8
286,22715,3,1
287,22823,3,1
288,22871,3,2
289,23003,3,1
290,23312,3,52
291,23359,3,2
292,23552,3,1
293,23565,3,3
294,23667,3,3
295,23690,3,2
296,23691,3,2
297,23697,3,58
298,23733,3,3
299,23772,3,1
300,23985,3,1
301,23986,3,7
302,24262,3,1
303,24610,3,1
304,24617,3,2
305,24618,3,4
306,24679,3,4
307,24703,3,1
308,24782,3,9
309,24934,3,0
310,25055,3,0
311,25616,3,1
312,25643,3,1
313,25660,3,4
314,25764,3,9
315,25805,3,0
316,25807,3,5
317,25845,3,2
318,25878,3,261
319,25961,3,53
320,25976,3,52
321,26197,3,108
322,26289,3,13
323,26294,3,4
324,26299,3,12
325,26323,3,157
326,26368,3,49
327,26396,3,0
328,26420,3,2
329,26466,3,2
330,26467,3,3
331,26477,3,1
332,26668,3,59
333,27465,3,186
334,27467,3,2
335,27475,3,17
336,27478,3,4
337,27534,3,9
338,27562,3,8
339,27615,3,23
340,27647,3,8
341,27676,3,56
342,27684,3,59
343,27735,3,0
344,27790,3,2
345,27815,3,2
346,28080,3,22
347,29617,3,28
348,29622,3,4
349,29695,3,66
350,29766,3,23
351,29931,3,0
352,29976,3,1
353,30116,3,43
354,31837,3,59
