,playerId,BattingOrder_vL,PA
0,2136,9,3
1,2434,9,2
2,2829,9,1
3,2900,9,3
4,2967,9,1
5,4892,9,2
6,4940,9,1
7,5254,9,3
8,5273,9,4
9,5297,9,16
10,5343,9,24
11,5517,9,16
12,5760,9,3
13,5827,9,2
14,5933,9,1
15,6153,9,8
16,6887,9,99
17,7739,9,1
18,7802,9,60
19,8202,9,8
20,8418,9,2
21,8623,9,3
22,8709,9,37
23,9256,9,1
24,9368,9,3
25,9627,9,6
26,9774,9,15
27,9874,9,1
28,9929,9,1
29,9952,9,8
30,10028,9,20
31,10030,9,4
32,10200,9,16
33,10243,9,5
34,10323,9,10
35,10472,9,14
36,10642,9,2
37,10681,9,1
38,11038,9,84
39,11265,9,1
40,11339,9,18
41,11368,9,3
42,11442,9,4
43,11445,9,18
44,11489,9,68
45,11579,9,1
46,11609,9,1
47,11680,9,1
48,11899,9,2
49,11902,9,3
50,12037,9,22
51,12144,9,5
52,12155,9,1
53,12158,9,52
54,12160,9,2
55,12399,9,11
56,12434,9,19
57,12510,9,28
58,12532,9,19
59,12546,9,1
60,12856,9,1
61,12859,9,8
62,12976,9,72
63,12977,9,1
64,12981,9,49
65,12984,9,25
66,13185,9,18
67,13265,9,1
68,13324,9,6
69,13338,9,7
70,13355,9,45
71,13499,9,6
72,13602,9,20
73,13620,9,15
74,13675,9,24
75,13723,9,18
76,13755,9,23
77,13757,9,5
78,13768,9,6
79,13770,9,2
80,13788,9,1
81,13836,9,7
82,13853,9,10
83,13854,9,2
84,13897,9,3
85,14111,9,9
86,14128,9,11
87,14196,9,26
88,14350,9,8
89,14387,9,1
90,14477,9,11
91,14691,9,6
92,14712,9,3
93,14735,9,7
94,14773,9,22
95,14813,9,4
96,14854,9,9
97,14894,9,15
98,14950,9,2
99,14968,9,3
100,15082,9,6
101,15104,9,10
102,15124,9,43
103,15161,9,1
104,15214,9,4
105,15223,9,4
106,15271,9,25
107,15274,9,9
108,15491,9,30
109,15518,9,1
110,15585,9,1
111,15674,9,11
112,15679,9,1
113,15711,9,1
114,15730,9,2
115,15878,9,1
116,15905,9,10
117,15937,9,2
118,15941,9,12
119,16153,9,6
120,16219,9,1
121,16337,9,5
122,16357,9,14
123,16375,9,7
124,16403,9,18
125,16424,9,3
126,16426,9,1
127,16434,9,4
128,16442,9,1
129,16451,9,9
130,16496,9,4
131,16512,9,7
132,16530,9,6
133,16535,9,2
134,16572,9,2
135,16622,9,10
136,16623,9,3
137,16680,9,4
138,16725,9,12
139,16947,9,3
140,16953,9,3
141,17022,9,30
142,17040,9,23
143,17161,9,11
144,17273,9,68
145,17321,9,11
146,17338,9,12
147,17452,9,20
148,17620,9,75
149,17696,9,1
150,17766,9,4
151,17838,9,0
152,17929,9,14
153,17932,9,2
154,17954,9,2
155,17988,9,2
156,17992,9,21
157,18015,9,10
158,18030,9,1
159,18032,9,6
160,18042,9,15
161,18054,9,25
162,18067,9,17
163,18123,9,2
164,18126,9,10
165,18217,9,14
166,18289,9,5
167,18363,9,8
168,18373,9,1
169,18400,9,3
170,18564,9,90
171,18568,9,2
172,18607,9,3
173,18795,9,8
174,18819,9,2
175,18821,9,30
176,18887,9,31
177,18889,9,19
178,18900,9,98
179,19151,9,1
180,19181,9,2
181,19238,9,2
182,19252,9,12
183,19260,9,2
184,19262,9,32
185,19293,9,4
186,19296,9,45
187,19318,9,4
188,19339,9,31
189,19346,9,11
190,19392,9,3
191,19422,9,3
192,19432,9,8
193,19452,9,31
194,19455,9,10
195,19470,9,20
196,19508,9,1
197,19514,9,33
198,19522,9,13
199,19562,9,32
200,19599,9,3
201,19683,9,3
202,19698,9,1
203,19717,9,1
204,19734,9,16
205,19779,9,35
206,19788,9,14
207,19806,9,64
208,19818,9,4
209,19828,9,4
210,19842,9,3
211,19858,9,6
212,19859,9,19
213,19864,9,7
214,19878,9,2
215,19896,9,55
216,19906,9,1
217,19913,9,1
218,19918,9,23
219,19921,9,21
220,19928,9,25
221,19948,9,41
222,19957,9,1
223,19958,9,2
224,19960,9,1
225,19964,9,5
226,19983,9,7
227,19997,9,25
228,20002,9,26
229,20017,9,6
230,20056,9,2
231,20126,9,5
232,20202,9,14
233,20242,9,6
234,20275,9,10
235,20287,9,9
236,20308,9,21
237,20311,9,1
238,20321,9,23
239,20325,9,5
240,20352,9,3
241,20505,9,16
242,20521,9,51
243,20536,9,17
244,20572,9,3
245,20599,9,1
246,20805,9,3
247,21270,9,1
248,21293,9,13
249,21454,9,20
250,21501,9,1
251,21524,9,9
252,21534,9,2
253,21535,9,4
254,21538,9,17
255,21558,9,1
256,21560,9,2
257,21562,9,22
258,21587,9,3
259,21614,9,27
260,21622,9,36
261,21635,9,1
262,21636,9,1
263,21693,9,19
264,21707,9,18
265,21716,9,7
266,21746,9,9
267,21780,9,19
268,21837,9,3
269,21840,9,4
270,21853,9,20
271,21865,9,18
272,21897,9,9
273,21987,9,5
274,22054,9,6
275,22117,9,1
276,22184,9,4
277,22186,9,19
278,22197,9,1
279,22202,9,5
280,22209,9,4
281,22217,9,2
282,22261,9,20
283,22263,9,1
284,22266,9,10
285,22274,9,1
286,22277,9,75
287,22411,9,1
288,22458,9,21
289,22515,9,5
290,22532,9,3
291,22542,9,3
292,22563,9,3
293,22581,9,3
294,22650,9,1
295,22664,9,14
296,22715,9,6
297,22799,9,39
298,22823,9,15
299,22842,9,5
300,22896,9,15
301,23003,9,9
302,23296,9,5
303,23359,9,6
304,23378,9,18
305,23401,9,66
306,23690,9,3
307,23691,9,6
308,23695,9,2
309,23698,9,2
310,23733,9,4
311,23772,9,0
312,23788,9,4
313,23792,9,31
314,23800,9,17
315,23818,9,10
316,23985,9,2
317,24064,9,45
318,24273,9,6
319,24336,9,51
320,24597,9,2
321,24610,9,1
322,24617,9,6
323,24655,9,1
324,24679,9,6
325,24729,9,4
326,24770,9,5
327,24782,9,5
328,24934,9,5
329,25055,9,3
330,25111,9,5
331,25332,9,4
332,25353,9,4
333,25459,9,5
334,25476,9,3
335,25479,9,77
336,25482,9,5
337,25493,9,17
338,25505,9,3
339,25543,9,23
340,25569,9,8
341,25768,9,62
342,25805,9,9
343,25807,9,2
344,25813,9,5
345,25816,9,4
346,25822,9,3
347,25845,9,2
348,25867,9,8
349,25878,9,1
350,25931,9,75
351,25961,9,2
352,25976,9,1
353,26031,9,5
354,26121,9,38
355,26149,9,12
356,26208,9,9
357,26289,9,4
358,26319,9,4
359,26365,9,2
360,26396,9,7
361,26420,9,9
362,26438,9,2
363,26466,9,6
364,26467,9,10
365,26517,9,1
366,26668,9,5
367,27467,9,4
368,27478,9,2
369,27479,9,37
370,27490,9,4
371,27506,9,4
372,27531,9,3
373,27534,9,3
374,27577,9,15
375,27604,9,23
376,27630,9,4
377,27647,9,22
378,27684,9,1
379,27690,9,66
380,27735,9,20
381,27769,9,3
382,27790,9,9
383,27815,9,8
384,27845,9,2
385,29622,9,1
386,29931,9,21
387,29976,9,2
388,30011,9,1
389,30162,9,5
390,31347,9,30
391,31490,9,5
