,playerId,BattingOrder_vR,PA
0,2136,2,1
1,2967,2,37
2,3473,2,37
3,4940,2,6
4,4949,2,40
5,5038,2,8
6,5235,2,98
7,5254,2,39
8,5297,2,1
9,5361,2,512
10,5417,2,28
11,5827,2,61
12,5933,2,4
13,6153,2,5
14,7304,2,21
15,7859,2,15
16,8202,2,2
17,8623,2,56
18,8709,2,4
19,9218,2,400
20,9241,2,121
21,9368,2,3
22,9847,2,25
23,9929,2,1
24,9952,2,3
25,10028,2,1
26,10030,2,1
27,10155,2,204
28,10197,2,1
29,10199,2,2
30,10243,2,23
31,10264,2,72
32,10441,2,3
33,10472,2,2
34,10642,2,2
35,10815,2,111
36,11281,2,20
37,11445,2,13
38,11477,2,3
39,11489,2,2
40,11493,2,66
41,11615,2,28
42,11737,2,45
43,11899,2,76
44,12005,2,8
45,12037,2,8
46,12140,2,1
47,12144,2,11
48,12147,2,2
49,12155,2,2
50,12282,2,1
51,12325,2,27
52,12434,2,1
53,12532,2,17
54,12552,2,73
55,12856,2,2
56,12859,2,2
57,12916,2,230
58,12979,2,72
59,12984,2,1
60,13145,2,76
61,13152,2,129
62,13324,2,0
63,13510,2,117
64,13590,2,120
65,13602,2,4
66,13613,2,392
67,13621,2,38
68,13624,2,370
69,13675,2,0
70,13723,2,6
71,13757,2,2
72,13768,2,75
73,13770,2,0
74,14128,2,8
75,14161,2,14
76,14162,2,130
77,14221,2,319
78,14274,2,2
79,14344,2,225
80,14350,2,3
81,14366,2,32
82,14387,2,8
83,14477,2,1
84,14551,2,32
85,14712,2,2
86,14811,2,2
87,14813,2,10
88,14854,2,45
89,14894,2,17
90,14968,2,2
91,15104,2,1
92,15112,2,25
93,15117,2,2
94,15124,2,3
95,15172,2,95
96,15194,2,9
97,15274,2,5
98,15279,2,65
99,15362,2,24
100,15429,2,117
101,15464,2,4
102,15518,2,297
103,15640,2,374
104,15653,2,25
105,15711,2,11
106,15794,2,6
107,15878,2,2
108,15937,2,8
109,15986,2,66
110,16153,2,3
111,16219,2,19
112,16252,2,364
113,16357,2,1
114,16375,2,1
115,16376,2,52
116,16424,2,6
117,16426,2,228
118,16451,2,3
119,16478,2,28
120,16530,2,15
121,16556,2,312
122,16572,2,6
123,16939,2,236
124,16997,2,105
125,17022,2,7
126,17027,2,59
127,17128,2,4
128,17232,2,23
129,17273,2,1
130,17338,2,16
131,17350,2,225
132,17484,2,1
133,17548,2,11
134,17620,2,6
135,17678,2,348
136,17766,2,4
137,17893,2,6
138,17901,2,279
139,17907,2,24
140,17929,2,4
141,17954,2,0
142,17982,2,168
143,17992,2,1
144,18030,2,8
145,18032,2,1
146,18036,2,50
147,18054,2,2
148,18126,2,4
149,18171,2,6
150,18314,2,216
151,18316,2,2
152,18345,2,1
153,18360,2,1
154,18373,2,25
155,18400,2,2
156,18568,2,37
157,18577,2,12
158,18819,2,20
159,18839,2,1
160,18882,2,128
161,18900,2,2
162,19198,2,3
163,19238,2,13
164,19252,2,11
165,19260,2,8
166,19262,2,1
167,19273,2,1
168,19290,2,52
169,19293,2,19
170,19296,2,5
171,19326,2,436
172,19354,2,16
173,19358,2,2
174,19363,2,1
175,19392,2,40
176,19432,2,3
177,19455,2,2
178,19470,2,20
179,19508,2,5
180,19514,2,2
181,19522,2,215
182,19600,2,17
183,19610,2,4
184,19611,2,34
185,19612,2,419
186,19627,2,17
187,19698,2,12
188,19709,2,284
189,19734,2,6
190,19755,2,223
191,19788,2,13
192,19818,2,1
193,19858,2,2
194,19890,2,29
195,19892,2,4
196,19896,2,1
197,19901,2,9
198,19913,2,3
199,19918,2,9
200,19921,2,0
201,19931,2,1
202,19950,2,58
203,19953,2,8
204,19983,2,9
205,19997,2,6
206,20017,2,6
207,20036,2,3
208,20043,2,67
209,20056,2,2
210,20123,2,125
211,20126,2,11
212,20242,2,1
213,20275,2,1
214,20311,2,11
215,20321,2,7
216,20325,2,53
217,20352,2,3
218,20391,2,179
219,20437,2,24
220,20454,2,3
221,20503,2,293
222,20521,2,5
223,20529,2,12
224,20536,2,1
225,20538,2,5
226,20572,2,3
227,21293,2,1
228,21454,2,20
229,21479,2,289
230,21497,2,2
231,21501,2,4
232,21538,2,2
233,21547,2,2
234,21558,2,26
235,21560,2,1
236,21614,2,4
237,21618,2,54
238,21622,2,9
239,21635,2,6
240,21636,2,131
241,21707,2,0
242,21716,2,1
243,21746,2,1
244,21840,2,1
245,21853,2,2
246,21897,2,11
247,22054,2,0
248,22117,2,3
249,22168,2,9
250,22184,2,5
251,22197,2,47
252,22232,2,0
253,22244,2,1
254,22261,2,1
255,22263,2,4
256,22266,2,0
257,22274,2,1
258,22275,2,16
259,22514,2,4
260,22532,2,17
261,22558,2,4
262,22563,2,4
263,22650,2,8
264,22664,2,4
265,22715,2,2
266,22799,2,19
267,22871,2,11
268,22896,2,2
269,23312,2,213
270,23401,2,3
271,23565,2,11
272,23667,2,353
273,23690,2,3
274,23697,2,311
275,23698,2,18
276,23733,2,7
277,23772,2,4
278,23792,2,5
279,23818,2,1
280,23985,2,1
281,23986,2,2
282,24064,2,181
283,24262,2,1
284,24597,2,3
285,24618,2,2
286,24655,2,32
287,24679,2,1
288,24934,2,1
289,25055,2,1
290,25353,2,3
