,playerId,BattingOrder,PA
0,1744,6,97
1,2136,6,120
2,2434,6,27
3,2967,6,37
4,3298,6,1
5,3516,6,27
6,4106,6,32
7,4314,6,172
8,4892,6,46
9,4940,6,125
10,4949,6,1
11,5038,6,45
12,5235,6,1
13,5254,6,101
14,5273,6,6
15,5297,6,89
16,5343,6,18
17,5452,6,11
18,5486,6,11
19,5517,6,5
20,5760,6,31
21,5827,6,16
22,5933,6,165
23,6153,6,46
24,7739,6,56
25,7802,6,19
26,7859,6,2
27,8090,6,76
28,8202,6,24
29,8623,6,58
30,8709,6,10
31,9241,6,135
32,9256,6,11
33,9368,6,65
34,9627,6,68
35,9774,6,4
36,9874,6,50
37,9929,6,2
38,9952,6,26
39,10028,6,10
40,10047,6,33
41,10243,6,78
42,10264,6,72
43,10323,6,9
44,10324,6,214
45,10441,6,48
46,10472,6,116
47,10642,6,25
48,10681,6,58
49,10762,6,31
50,10815,6,12
51,10950,6,21
52,11038,6,5
53,11200,6,4
54,11265,6,41
55,11281,6,189
56,11339,6,5
57,11342,6,12
58,11368,6,119
59,11442,6,54
60,11445,6,129
61,11481,6,23
62,11489,6,0
63,11609,6,4
64,11615,6,108
65,11680,6,89
66,11737,6,25
67,11739,6,232
68,11899,6,15
69,11902,6,18
70,12005,6,3
71,12037,6,53
72,12144,6,47
73,12147,6,5
74,12155,6,157
75,12161,6,1
76,12180,6,25
77,12282,6,25
78,12325,6,80
79,12434,6,10
80,12532,6,15
81,12552,6,132
82,12564,6,48
83,12775,6,1
84,12859,6,46
85,12976,6,2
86,12979,6,63
87,13066,6,73
88,13145,6,49
89,13152,6,4
90,13185,6,12
91,13301,6,29
92,13324,6,68
93,13329,6,27
94,13338,6,4
95,13419,6,1
96,13499,6,26
97,13590,6,7
98,13602,6,73
99,13613,6,1
100,13620,6,3
101,13621,6,38
102,13675,6,36
103,13757,6,94
104,13768,6,34
105,13770,6,7
106,13836,6,35
107,13853,6,80
108,14111,6,28
109,14128,6,21
110,14130,6,41
111,14161,6,19
112,14196,6,1
113,14274,6,52
114,14350,6,40
115,14387,6,45
116,14477,6,4
117,14566,6,15
118,14567,6,23
119,14691,6,64
120,14712,6,49
121,14735,6,1
122,14811,6,41
123,14813,6,73
124,14854,6,71
125,14894,6,18
126,14950,6,4
127,14968,6,46
128,15112,6,56
129,15117,6,21
130,15124,6,1
131,15149,6,77
132,15161,6,26
133,15194,6,66
134,15214,6,2
135,15223,6,84
136,15274,6,21
137,15279,6,68
138,15362,6,118
139,15464,6,80
140,15491,6,4
