,playerId,BattingOrder_vR,PA
0,2136,1,25
1,2967,1,3
2,3473,1,7
3,4314,1,2
4,4940,1,4
5,5038,1,1
6,5343,1,4
7,5417,1,268
8,5760,1,2
9,5827,1,4
10,5933,1,8
11,6153,1,2
12,7802,1,3
13,7859,1,247
14,8623,1,35
15,8709,1,54
16,9256,1,2
17,9368,1,1
18,9774,1,1
19,9847,1,66
20,9874,1,208
21,9929,1,3
22,9952,1,1
23,10243,1,22
24,10323,1,13
25,10472,1,3
26,10815,1,216
27,10950,1,1
28,11200,1,0
29,11265,1,4
30,11281,1,90
31,11381,1,2
32,11445,1,11
33,11477,1,443
34,11489,1,1
35,11899,1,32
36,11902,1,3
37,12005,1,9
38,12037,1,46
39,12144,1,70
40,12161,1,57
41,12282,1,10
42,12434,1,12
43,12510,1,2
44,12532,1,3
45,12533,1,543
46,12856,1,453
47,12927,1,445
48,13152,1,23
49,13324,1,2
50,13355,1,1
51,13611,1,507
52,13613,1,57
53,13757,1,16
54,13770,1,32
55,13836,1,6
56,13853,1,1
57,14128,1,46
58,14161,1,40
59,14162,1,100
60,14221,1,59
61,14350,1,28
62,14387,1,7
63,14477,1,0
64,14712,1,7
65,14813,1,8
66,14854,1,31
67,14894,1,172
68,15104,1,7
69,15124,1,1
70,15172,1,295
71,15194,1,93
72,15223,1,38
73,15274,1,257
74,15362,1,13
75,15464,1,3
76,15491,1,362
77,15518,1,3
78,15654,1,3
79,15674,1,1
80,15679,1,2
81,15711,1,0
82,15794,1,11
83,15983,1,5
84,16153,1,21
85,16219,1,1
86,16252,1,34
87,16337,1,4
88,16357,1,3
89,16375,1,2
90,16376,1,5
91,16424,1,2
92,16426,1,25
93,16434,1,1
94,16478,1,317
95,16496,1,2
96,16512,1,17
97,16530,1,220
98,16556,1,2
99,16572,1,41
100,16578,1,459
101,16623,1,1
102,16686,1,1
103,16939,1,188
104,16997,1,129
105,17027,1,276
106,17232,1,7
107,17273,1,2
108,17326,1,0
109,17338,1,6
110,17452,1,2
111,17548,1,164
112,17696,1,36
113,17710,1,1
114,17766,1,2
115,17838,1,10
116,17901,1,153
117,17919,1,9
118,17929,1,159
119,17932,1,1
120,18030,1,1
121,18036,1,10
122,18042,1,3
123,18063,1,1
124,18123,1,2
125,18126,1,372
126,18171,1,3
127,18217,1,1
128,18401,1,587
129,18564,1,60
130,18568,1,297
131,18577,1,111
132,18795,1,2
133,18819,1,7
134,18882,1,36
135,19151,1,16
136,19198,1,3
137,19252,1,3
138,19260,1,35
139,19262,1,10
140,19290,1,2
141,19293,1,1
142,19296,1,77
143,19346,1,1
144,19354,1,3
145,19358,1,1
146,19363,1,42
147,19392,1,284
148,19432,1,4
149,19452,1,1
150,19455,1,2
151,19470,1,81
152,19508,1,4
153,19522,1,168
154,19562,1,6
155,19599,1,22
156,19600,1,6
157,19612,1,38
158,19627,1,1
159,19683,1,2
160,19698,1,5
161,19709,1,157
162,19734,1,110
163,19755,1,17
164,19788,1,11
165,19818,1,56
166,19828,1,6
167,19858,1,85
168,19877,1,1
169,19878,1,4
170,19892,1,59
171,19913,1,1
172,19918,1,1
173,19921,1,4
174,19948,1,3
175,19950,1,7
