Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2023,"Miguel Cabrera","DET",13,23,21,6,6,0,0,0,0,5,2,0,6,0,0,0,0,0,0,0.285714285,1744
2023,"David Peralta","LAD",11,15,15,1,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0.066666666,2136
2023,"Nelson Cruz","SDP",6,11,11,2,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.181818181,2434
2023,"Tommy Pham","NYM",7,9,8,4,1,1,0,2,2,4,0,0,1,0,1,0,0,0,0,0.5,2967
2023,"Eric Hosmer","CHC",3,6,6,1,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0.166666666,3516
2023,"Michael Brantley","HOU",2,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333,4106
2023,"Joey Votto","CIN",21,41,32,7,3,0,0,4,7,7,7,0,10,2,0,0,1,0,0,0.21875,4314
2023,"Mike Moustakas","2 Tms",5,7,7,2,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0.285714285,4892
2023,"Jason Heyward","LAD",6,7,7,2,1,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0.285714285,4940
2023,"Josh Donaldson","2 Tms",8,19,16,4,0,2,0,2,2,5,3,0,5,0,0,0,0,0,0,0.25,5038
2023,"Justin Turner","BOS",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5235
2023,"Robbie Grossman","TEX",15,29,27,8,3,5,0,0,4,3,1,0,2,0,1,0,2,0,0,0.296296296,5254
2023,"Sandy Leon","TEX",2,2,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,5273
2023,"Aaron Hicks","2 Tms",8,11,10,3,3,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0.3,5297
2023,"Brandon Crawford","SFG",4,11,10,3,2,0,0,1,1,4,1,0,4,0,0,0,0,0,0,0.3,5343
2023,"Ji Man Choi","SDP",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5452
2023,"Kyle Higashioka","NYY",1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5517
2023,"Avisail Garcia","MIA",3,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5760
2023,"Wilmer Flores","SFG",4,6,6,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.166666666,5827
2023,"Jean Segura","MIA",14,26,24,7,5,1,1,0,4,1,2,0,1,0,0,0,1,1,0,0.291666666,5933
2023,"Eduardo Escobar","2 Tms",10,19,18,7,6,0,0,1,2,3,1,0,4,0,0,0,1,0,0,0.388888888,6153
2023,"Travis d'Arnaud","ATL",9,14,12,3,1,1,0,1,3,2,2,0,3,0,0,0,1,0,0,0.25,7739
2023,"Miguel Rojas","LAD",6,12,11,2,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0.181818181,7802
2023,"Matt Carpenter","SDP",8,8,5,2,1,1,0,0,1,2,2,0,1,0,1,0,0,0,0,0.4,8090
2023,"Josh Harrison","PHI",6,14,12,3,3,0,0,0,1,1,0,0,2,1,1,0,1,0,0,0.25,8202
2023,"Donovan Solano","MIN",5,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8623
2023,"Elvis Andrus","CHW",3,6,5,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.4,8709
2023,"Starling Marte","NYM",13,22,20,8,7,1,0,0,3,1,1,0,2,0,0,1,0,2,0,0.4,9241
2023,"AJ Pollock","SEA",3,7,6,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9256
2023,"Evan Longoria","ARI",10,24,22,5,4,1,0,0,1,3,2,0,5,0,0,0,1,0,0,0.227272727,9368
2023,"Yan Gomes","CHC",14,42,39,11,7,2,0,2,6,9,3,0,6,0,0,0,0,0,0,0.282051282,9627
2023,"Christian Vazquez","MIN",1,3,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.333333333,9774
2023,"DJ LeMahieu","NYY",5,10,9,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.222222222,9874
2023,"Darin Ruf","SFG",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9929
2023,"Trayce Thompson","2 Tms",7,10,9,1,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.111111111,9952
2023,"Christian Bethancourt","TBR",2,4,4,2,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0.5,10028
2023,"Wil Myers","CIN",2,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10047
2023,"Randal Grichuk","2 Tms",18,30,28,8,5,1,0,2,6,3,2,0,4,0,0,0,1,0,0,0.285714285,10243
2023,"Brandon Belt","TOR",6,8,7,1,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0.142857142,10264
2023,"Marcell Ozuna","ATL",28,49,44,10,5,3,0,2,5,4,5,1,12,0,0,0,0,0,0,0.227272727,10324
2023,"Jon Singleton","HOU",8,15,12,2,2,0,0,0,2,1,3,0,2,0,0,0,0,0,0,0.166666666,10441
2023,"Enrique Hernandez","2 Tms",23,40,34,10,10,0,0,0,3,6,3,1,4,1,2,0,2,0,0,0.294117647,10472
2023,"Carlos Perez","OAK",7,13,13,3,1,1,0,1,1,3,0,0,3,0,0,0,1,0,0,0.23076923,10642
2023,"Gio Urshela","LAA",9,14,12,6,5,1,0,0,1,2,1,0,0,0,1,0,1,0,0,0.5,10681
2023,"Corey Dickerson","WSN",3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,10762
2023,"Jurickson Profar","SDP",2,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10815
